Year,Month,Carrier_Code,Carrier,AirportCode,Airport,TotalOperations,ArrivalsDelayed,CarrierDelays,WeatherDelays,NAS Delays,SecurityDelays,LateAircraftDelays,ArrivalCancelled,ArrivalDiverted
2008,1,CO,Continental Air Lines Inc.,MCO,"Orlando, FL: Orlando International",617,125,36.82,1.57,64.88,0.22,21.51,2,1
2008,1,CO,Continental Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway",42,7,0.45,0,2.39,0,4.16,1,3
2008,1,CO,Continental Air Lines Inc.,MFE,"Mission/Mcallen/Edinburg, TX: Miller International",163,33,9.67,0.3,11.58,0,11.45,5,1
2008,1,CO,Continental Air Lines Inc.,MIA,"Miami, FL: Miami International",325,67,20.93,1.24,27.65,0.7,16.49,1,0
2008,1,CO,Continental Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",121,22,7.54,1.83,6.82,0.4,5.41,2,0
2008,1,CO,Continental Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong International",412,90,27.57,1.68,35.11,0.27,25.38,1,0
2008,1,CO,Continental Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose County",13,1,0.71,0,0.29,0,0,0,1
2008,1,CO,Continental Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",85,24,4.37,1.49,12.73,0,5.4,0,0
2008,1,CO,Continental Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",57,10,5.3,0,1.31,0,3.39,0,0
2008,1,CO,Continental Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",31,5,2.96,0,0.61,0,1.43,0,0
2008,1,CO,Continental Air Lines Inc.,ONT,"Ontario/San Bernardino, CA: La/Ontario International",93,25,6.27,0.31,11.06,0.3,7.06,0,0
2008,1,CO,Continental Air Lines Inc.,ORD,"Chicago, IL: O'Hare",352,144,10.67,0.29,118.52,1,13.53,10,1
2008,1,CO,Continental Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",344,77,26.09,1.87,32,0.03,17.01,3,0
2008,1,CO,Continental Air Lines Inc.,PDX,"Portland, OR: Portland International",136,34,13.57,0.33,13.11,0.33,6.65,0,0
2008,1,CO,Continental Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",148,35,9.39,0.1,16.93,1.03,7.54,0,0
2008,1,CO,Continental Air Lines Inc.,PHX,"Phoenix, AZ: Sky Harbor International",350,90,24.12,2.04,39.71,1.26,22.87,1,0
2008,1,CO,Continental Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",59,15,6.69,1.71,4.92,0,1.68,0,0
2008,1,CO,Continental Air Lines Inc.,PSE,"Ponce, PR: Mercedita",16,1,0.25,0,0.75,0,0,0,0
2008,1,CO,Continental Air Lines Inc.,PSP,"Indio/Palm Springs, CA: Palm Springs International",31,5,2.77,0,2.23,0,0,0,1
2008,1,CO,Continental Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh Durham",113,33,10.48,0.53,9.9,0.4,11.69,1,0
2008,1,CO,Continental Air Lines Inc.,RNO,"Reno, NV: Reno International",59,8,0.84,0.11,3.7,1,2.35,1,0
2008,1,CO,Continental Air Lines Inc.,RSW,"Ft. Myers, FL: Southwest Florida International Airport ",281,43,11.96,1.05,16.42,0,13.56,2,0
2008,1,CO,Continental Air Lines Inc.,SAN,"San Diego, CA: San Diego International",277,81,26.26,1.49,40.5,0.34,12.41,3,4
2008,1,CO,Continental Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",386,91,28.96,2.76,40.03,0.81,18.45,1,0
2008,1,CO,Continental Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",308,90,33.19,1.87,32.19,1,21.75,1,0
2008,1,CO,Continental Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",372,185,26.76,4.62,134.15,1.53,17.93,3,6
2008,1,CO,Continental Air Lines Inc.,SJC,"San Jose, CA: San Jose International",98,40,11.93,1.24,15.41,0,11.42,1,0
2008,1,CO,Continental Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",189,55,23.95,0.3,19.84,1,9.92,0,0
2008,1,CO,Continental Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake International",71,22,8.64,0.04,11.02,0.42,1.88,0,2
2008,1,CO,Continental Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",93,28,8.59,0.83,8.82,1,8.75,0,1
2008,1,CO,Continental Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Orange County",213,41,10.91,1.21,20.8,0.07,8,1,0
2008,1,CO,Continental Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota Bradenton",56,8,2.75,0,3.28,0,1.97,1,0
2008,1,CO,Continental Air Lines Inc.,STT,"Charlotte Amalie, VI: Harry S. Truman",31,4,0.35,0.65,3,0,0,0,0
2008,1,CO,Continental Air Lines Inc.,TPA,"Tampa, FL: Tampa International",472,95,26.63,1.64,39.6,0,27.13,5,0
2008,1,CO,Continental Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",56,12,2.91,0.51,5.02,0,3.55,0,0
2008,1,CO,Continental Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",89,21,5.18,0.58,8.39,0,6.86,0,0
2008,1,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International",118,21,4.3,0,13.43,0,3.27,4,1
2008,1,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Anchorage International",31,11,1.26,0,9.34,0,0.4,0,0
2008,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson",12282,1756,430.32,38.12,796.57,0.89,490.1,433,33
2008,1,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",46,10,3.12,0,4.41,0,2.47,3,0
2008,1,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",476,80,18.91,0.81,29.09,0,31.19,14,0
2008,1,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham Municipal",125,22,11.72,1.64,2.45,0,6.19,5,0
2008,1,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville Metropolitan",79,13,6.96,0.16,1.42,0,4.46,4,1
2008,1,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",62,18,5.59,1.33,3.48,0,7.6,0,0
2008,1,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1279,194,48.9,2.13,87.85,0,55.12,64,1
2008,1,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",88,22,7.62,0.87,5.69,0,7.83,5,0
2008,1,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",329,45,13.42,0.64,21.04,0,9.9,9,0
2008,1,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Gallatin Field",6,1,1,0,0,0,0,1,0
2008,1,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",30,12,2.62,0,1.77,0,7.61,1,0
2008,1,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston International",147,27,7.34,1.08,7.43,0,11.15,6,0
2008,1,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Hopkins International",30,2,0.9,0.17,0.93,0,0,1,0
2008,1,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",262,39,14.3,0.36,10.91,0,13.43,8,0
2008,1,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: Columbus International",98,17,4,0.15,4.25,0,8.61,4,0
2008,1,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: Peterson Field",26,4,0.29,0.33,2.81,0,0.57,0,0
2008,1,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/ Northern Kentucky International",1629,237,56.68,7.28,84.43,1,87.6,31,1
2008,1,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach Regional",153,14,4.91,0.38,3.73,0,4.98,7,0
2008,1,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",60,11,2.44,1.16,3.65,0,3.74,1,0
2008,1,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",907,103,27,1.36,53.18,0,21.46,58,1
2008,1,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",339,64,18.49,1.07,32.09,0,12.35,10,0
2008,1,DL,Delta Air Lines Inc.,DFW,"Dallas/Ft.Worth, TX: Dallas/Ft Worth International",364,71,21.57,1.87,29.34,0,18.22,15,0
2008,1,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",86,22,4.79,1.61,12.4,0,3.2,2,0
2008,1,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",39,7,2.64,0,4.19,0,0.17,0,0
2008,1,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",49,9,3.4,0.22,2.98,0,2.4,1,0
2008,1,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",325,74,12.96,1.25,44.17,0,15.62,11,0
2008,1,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale International",884,185,48.34,2.02,87.84,0,46.8,16,0
2008,1,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",53,19,2.86,0.5,7.11,0,8.54,1,0
2008,1,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport Municipal",28,4,2.59,0,0.66,0,0.75,1,0
2008,1,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Greensboro High Point Winst",30,5,1.96,0,2.55,0,0.48,2,0
2008,1,DL,Delta Air Lines Inc.,GSP,"Greenville/Spartanburg, SC: Greenville/Spartanburg Airport",31,2,1,0,0,0,1,1,0
2008,1,DL,Delta Air Lines Inc.,HDN,"Steamboat Springs/Hayden, CO: Hayden",39,8,2.41,0,4.67,0,0.92,0,1
2008,1,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Honolulu International",155,48,16.63,2.32,20.68,0,8.37,0,0
2008,1,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",29,5,2.25,0.56,1.38,0,0.8,0,0
2008,1,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International  Carl Jones",56,5,0.57,0.59,2.23,0,1.6,0,0
2008,1,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Dulles International",262,35,15.2,1.13,12.03,0,6.64,8,0
2008,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: Houston Intercontinental",143,24,7.23,0.67,12.94,0,3.15,6,0
2008,1,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",87,11,5.69,0.7,1.9,0,2.71,3,0
2008,1,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jacksons Hole",48,8,2.9,0.18,1.73,0,3.19,6,0
2008,1,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson - Evers International",58,14,7.24,1.14,3.3,0,2.31,2,0
2008,1,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",330,36,16.22,1.72,10.42,0,7.64,13,0
2008,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: Kennedy International",1276,210,41.85,8.39,110.71,0,49.05,17,4
2008,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: Mccarran International",653,187,59.17,3.48,95.57,0,28.77,7,1
2008,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1114,426,97.06,5.25,273.04,0,50.65,14,1
2008,1,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",31,4,0.46,0.04,2.13,0,1.36,1,0
2008,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: La Guardia",1832,326,55.66,2.22,238.56,0,29.55,121,5
2008,1,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Adams Field",31,5,2.18,1.5,0.64,0,0.68,0,0
2008,1,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",177,31,9.61,2.24,13.24,0,5.9,7,0
2008,1,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1090,179,49.35,3.31,80.34,0,46.01,15,1
2008,1,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",104,20,5.33,1.07,7.95,0,5.64,8,0
2008,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",355,58,26.18,0.11,20.46,0,11.25,10,0
2008,1,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell Field",31,12,3.97,0.15,5.72,0,2.17,2,1
2008,1,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne Regional",82,6,0.95,0.61,1.85,0,2.59,6,0
2008,1,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",29,8,4.31,0,0.79,0,2.91,1,0
2008,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",149,24,7.88,0.98,10.73,0,4.41,6,1
2008,1,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong International",250,38,14.9,1.33,6.85,0,14.92,8,0
2008,1,DL,Delta Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose County",4,0,0,0,0,0,0,1,0
2008,1,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",31,14,1.42,0.14,11.25,0,1.2,0,0
2008,1,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",62,15,5.85,0.98,5.48,0,2.69,1,0
2008,1,DL,Delta Air Lines Inc.,ONT,"Ontario/San Bernardino, CA: La/Ontario International",114,22,6.9,1.8,10.92,0,2.38,4,1
2008,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: O'Hare",333,117,15.46,3.2,80.77,0,17.56,15,2
2008,1,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",117,25,14.49,0,5.54,0,4.97,4,0
2008,1,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",472,78,25.77,3.19,31.59,0,17.45,11,1
2008,1,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",209,38,10.18,1.65,17.39,0,8.78,2,0
2008,1,DL,Delta Air Lines Inc.,PHF,"Newport News/Williamsburg, VA: Patrick Henry International",27,1,0,0,0.65,0,0.35,0,0
2008,1,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",328,43,10.44,1.54,21.3,0,9.72,9,1
2008,1,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Sky Harbor International",425,103,22.16,3.49,66.15,0,11.2,6,1
2008,1,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",228,28,10.05,1.28,14.62,0,2.05,8,0
2008,1,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola Regional",145,22,11.56,0.23,2.41,0,7.8,7,0
2008,1,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh Durham",300,44,19.78,1.72,10.29,0,12.21,9,0
2008,1,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International Aqirport",151,16,7.44,0.57,2.32,0,5.67,8,0
2008,1,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno International",64,18,4.04,1.6,11.51,0,0.85,2,1
2008,1,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Rochester Monroe County",57,10,4.65,0,3.3,0,2.05,1,0
2008,1,DL,Delta Air Lines Inc.,RSW,"Ft. Myers, FL: Southwest Florida International Airport ",332,40,12.08,1.29,18.88,0,7.75,9,0
2008,1,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",359,120,30.42,3.71,76.76,0,9.11,6,3
2008,1,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",147,25,7.18,2.07,12.11,0,3.63,4,0
2008,1,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah / Hilton Head International",228,33,13.38,1.18,7.5,0,10.94,12,0
2008,1,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Standiford Field",85,14,2.29,1.93,2.95,0,6.83,0,0
2008,1,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",397,83,30.37,3.07,27.98,0,21.58,3,0
2008,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",372,153,21.71,2.85,120.96,0,7.48,10,6
2008,1,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: San Jose International",90,38,13.05,0.5,14.75,0,9.7,1,0
2008,1,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",166,35,14.3,1.72,11.3,0,7.68,3,0
2008,1,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake International",2552,631,132.62,14.66,265.47,1,217.24,38,15
2008,1,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",115,35,8.74,2.51,17.99,0,5.76,2,0
2008,1,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Orange County",215,52,16.42,2.98,25.53,0,7.07,6,1
2008,1,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota Bradenton",147,17,7.48,0.05,4.24,0,5.23,5,0
2008,1,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: Lambert International",86,23,11.55,1.34,5.29,0,4.82,2,0
2008,1,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Harry S. Truman",33,10,3.28,0,6.48,0,0.24,0,0
2008,1,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Alexander Hamilton",5,0,0,0,0,0,0,0,0
2008,1,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee Municipal",31,5,2.51,0,1.1,0,1.39,1,0
2008,1,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",800,123,38.61,3.64,60.14,0,20.62,26,1
2008,1,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",58,14,5.19,0,8.35,0,0.46,2,0
2008,1,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: Mcghee Tyson",32,5,1.51,0,0.73,0,2.77,0,0
2008,1,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Valparaiso - Fort Walton Beach",37,5,2.13,0,1.38,0,1.5,1,0
2008,1,EV,Atlantic Southeast Airlines,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",49,11,6.98,0,3.11,0,0.91,2,0
2008,1,EV,Atlantic Southeast Airlines,ABY,"Albany, GA: Albany Dougherty County",102,31,21.49,0.51,6.71,0,2.29,5,0
2008,1,EV,Atlantic Southeast Airlines,ACY,"Atlantic City, NJ: Atlantic City International",31,5,3.26,0,0.1,0,1.64,2,0
2008,1,EV,Atlantic Southeast Airlines,AEX,"Alexandria, LA: Alexandria International",85,20,13.94,0,5.65,0,0.4,4,0
2008,1,EV,Atlantic Southeast Airlines,AGS,"Augusta, GA: Bush Field",203,54,39.96,2.82,7.17,0,4.05,12,0
2008,1,EV,Atlantic Southeast Airlines,ALB,"Albany, NY: Albany County",108,31,19.19,2.64,6.12,0,3.04,2,1
2008,1,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson",11097,2571,1216.9,166.18,814.71,3.84,369.36,579,11
2008,1,EV,Atlantic Southeast Airlines,ATW,"Appleton, WI: Outagamie County",79,19,11.51,1,4.68,0,1.81,7,3
2008,1,EV,Atlantic Southeast Airlines,AUS,"Austin, TX: Austin - Bergstrom International",133,38,31.49,0.22,4.42,0,1.87,6,0
2008,1,EV,Atlantic Southeast Airlines,AVL,"Asheville, NC: Asheville Regional",102,25,19.85,0.12,3.66,0,1.38,4,0
2008,1,EV,Atlantic Southeast Airlines,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton",74,19,14.14,0.04,2.3,0,2.52,3,1
2008,1,EV,Atlantic Southeast Airlines,BDL,"Hartford, CT: Bradley International",,,,,,,,,
2008,1,EV,Atlantic Southeast Airlines,BGR,"Bangor, ME: Bangor International",26,8,5.21,1.44,0.79,0,0.56,0,1
2008,1,EV,Atlantic Southeast Airlines,BHM,"Birmingham, AL: Birmingham Municipal",97,14,9.36,0.44,2.65,0,1.54,6,0
2008,1,EV,Atlantic Southeast Airlines,BMI,"Bloomington, IL: Bloomington/Normal",118,17,8.82,2.2,2.55,0,3.44,6,2
2008,1,EV,Atlantic Southeast Airlines,BNA,"Nashville, TN: Nashville Metropolitan",125,22,18.61,0,2.46,0,0.93,9,0
2008,1,EV,Atlantic Southeast Airlines,BOS,"Boston, MA: Logan International",26,2,2,0,0,0,0,2,0
2008,1,EV,Atlantic Southeast Airlines,BQK,"Brunswick, GA: Glynco Jetport",61,12,9.52,1,1.2,0,0.27,2,0
2008,1,EV,Atlantic Southeast Airlines,BTR,"Baton Rouge, LA: Ryan",212,67,46.56,1.38,12.18,0,6.87,4,1
2008,1,EV,Atlantic Southeast Airlines,BTV,"Burlington, VT: Burlington International",27,4,2.6,0,0.55,0,0.85,1,0
2008,1,EV,Atlantic Southeast Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",91,30,22.76,2.1,3.33,0,1.81,4,0
2008,1,EV,Atlantic Southeast Airlines,CAE,"Columbia, SC: Columbia Metropolitan",323,85,40.43,14.6,22.75,0,7.23,13,0
2008,1,EV,Atlantic Southeast Airlines,CAK,"Akron, OH: Akron-Canton Regional",192,31,21.46,0,4.03,0.13,5.38,11,0
2008,1,EV,Atlantic Southeast Airlines,CHA,"Chattanooga, TN: Lovell Field",169,40,28.34,2.04,8.66,0,0.96,7,0
2008,1,EV,Atlantic Southeast Airlines,CHO,"Charlottesville, VA: Charlottesville Albemarle",73,14,10.59,1.18,2.23,0,0,5,0
2008,1,EV,Atlantic Southeast Airlines,CHS,"Charleston, SC: Charleston International",92,17,11.88,0,2.77,0,2.36,5,0
2008,1,EV,Atlantic Southeast Airlines,CID,"Cedar Rapids/Iowa City, IA: Cedar Rapids Municipal",32,6,5.35,0,0.65,0,0,2,0
2008,1,EV,Atlantic Southeast Airlines,CLE,"Cleveland, OH: Hopkins International",151,47,28.32,3.66,11.07,0,3.95,5,0
2008,1,EV,Atlantic Southeast Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",33,11,7.71,1.25,0.71,0,1.33,2,0
2008,1,EV,Atlantic Southeast Airlines,CMH,"Columbus, OH: Columbus International",23,4,2,0,1,0,1,1,0
2008,1,EV,Atlantic Southeast Airlines,CRP,"Corpus Christi, TX: Corpus Christi International",5,1,1,0,0,0,0,0,0
2008,1,EV,Atlantic Southeast Airlines,CRW,"Charleston/Dunbar, WV: Kanawha",112,19,15.62,0,1.7,0,1.68,6,0
